# PIT top-100 liquidity universe (v6 monthly_pit_universe).
# One row per (symbol, month): from_date <= as_of < to_date; empty to_date = current.
# Regenerate monthly: python scripts/build_daily_universe.py
symbol,name,sector,from_date,to_date
IOC,IOC,UNKNOWN,2024-11-01,2024-12-01
WIPRO,WIPRO,UNKNOWN,2024-11-01,2024-12-01
OIL,OIL,UNKNOWN,2024-11-01,2024-12-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2024-11-01,2024-12-01
CANBK,CANBK,UNKNOWN,2024-11-01,2024-12-01
YESBANK,YESBANK,UNKNOWN,2024-11-01,2024-12-01
DLF,DLF,UNKNOWN,2024-11-01,2024-12-01
NATIONALUM,NATIONALUM,UNKNOWN,2024-11-01,2024-12-01
VBL,VBL,UNKNOWN,2024-11-01,2024-12-01
HUDCO,HUDCO,UNKNOWN,2024-11-01,2024-12-01
MOTHERSON,MOTHERSON,UNKNOWN,2024-11-01,2024-12-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2024-11-01,2024-12-01
TECHM,TECHM,UNKNOWN,2024-11-01,2024-12-01
COFORGE,COFORGE,UNKNOWN,2024-11-01,2024-12-01
GRSE,GRSE,UNKNOWN,2024-11-01,2024-12-01
POLYCAB,POLYCAB,UNKNOWN,2024-11-01,2024-12-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2024-11-01,2024-12-01
EICHERMOT,EICHERMOT,UNKNOWN,2024-11-01,2024-12-01
ABB,ABB,UNKNOWN,2024-11-01,2024-12-01
ADANIPOWER,ADANIPOWER,UNKNOWN,2024-11-01,2024-12-01
BSE,BSE,UNKNOWN,2024-11-01,2024-12-01
DRREDDY,DRREDDY,UNKNOWN,2024-11-01,2024-12-01
ASHOKLEY,ASHOKLEY,UNKNOWN,2024-11-01,2024-12-01
NBCC,NBCC,UNKNOWN,2024-11-01,2024-12-01
SIEMENS,SIEMENS,UNKNOWN,2024-11-01,2024-12-01
NMDC,NMDC,UNKNOWN,2024-11-01,2024-12-01
CIPLA,CIPLA,UNKNOWN,2024-11-01,2024-12-01
DIVISLAB,DIVISLAB,UNKNOWN,2024-11-01,2024-12-01
BANDHANBNK,BANDHANBNK,UNKNOWN,2024-11-01,2024-12-01
OFSS,OFSS,UNKNOWN,2024-11-01,2024-12-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2024-11-01,2024-12-01
IDFCFIRSTB,IDFCFIRSTB,UNKNOWN,2024-11-01,2024-12-01
VOLTAS,VOLTAS,UNKNOWN,2024-11-01,2024-12-01
LUPIN,LUPIN,UNKNOWN,2024-11-01,2024-12-01
MCX,MCX,UNKNOWN,2024-11-01,2024-12-01
IEX,IEX,UNKNOWN,2024-11-01,2024-12-01
GMRINFRA,GMRINFRA,UNKNOWN,2024-11-01,2024-12-01
SBILIFE,SBILIFE,UNKNOWN,2024-11-01,2024-12-01
DMART,DMART,UNKNOWN,2024-11-01,2024-12-01
HDFCBANK,HDFCBANK,UNKNOWN,2024-12-01,2025-01-01
RELIANCE,RELIANCE,UNKNOWN,2024-12-01,2025-01-01
ICICIBANK,ICICIBANK,UNKNOWN,2024-12-01,2025-01-01
SBIN,SBIN,UNKNOWN,2024-12-01,2025-01-01
ZOMATO,ZOMATO,UNKNOWN,2024-12-01,2025-01-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2024-12-01,2025-01-01
INFY,INFY,UNKNOWN,2024-12-01,2025-01-01
AXISBANK,AXISBANK,UNKNOWN,2024-12-01,2025-01-01
MAZDOCK,MAZDOCK,UNKNOWN,2024-12-01,2025-01-01
TCS,TCS,UNKNOWN,2024-12-01,2025-01-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2024-12-01,2025-01-01
HAL,HAL,UNKNOWN,2024-12-01,2025-01-01
M&M,M&M,UNKNOWN,2024-12-01,2025-01-01
LT,LT,UNKNOWN,2024-12-01,2025-01-01
BEL,BEL,UNKNOWN,2024-12-01,2025-01-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2024-12-01,2025-01-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2024-12-01,2025-01-01
TATASTEEL,TATASTEEL,UNKNOWN,2024-12-01,2025-01-01
DIXON,DIXON,UNKNOWN,2024-12-01,2025-01-01
IDEA,IDEA,UNKNOWN,2024-12-01,2025-01-01
NTPC,NTPC,UNKNOWN,2024-12-01,2025-01-01
MARUTI,MARUTI,UNKNOWN,2024-12-01,2025-01-01
PFC,PFC,UNKNOWN,2024-12-01,2025-01-01
RECLTD,RECLTD,UNKNOWN,2024-12-01,2025-01-01
RVNL,RVNL,UNKNOWN,2024-12-01,2025-01-01
ITC,ITC,UNKNOWN,2024-12-01,2025-01-01
VEDL,VEDL,UNKNOWN,2024-12-01,2025-01-01
PAYTM,PAYTM,UNKNOWN,2024-12-01,2025-01-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2024-12-01,2025-01-01
JIOFIN,JIOFIN,UNKNOWN,2024-12-01,2025-01-01
ONGC,ONGC,UNKNOWN,2024-12-01,2025-01-01
TATAPOWER,TATAPOWER,UNKNOWN,2024-12-01,2025-01-01
HCLTECH,HCLTECH,UNKNOWN,2024-12-01,2025-01-01
TRENT,TRENT,UNKNOWN,2024-12-01,2025-01-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2024-12-01,2025-01-01
POWERGRID,POWERGRID,UNKNOWN,2024-12-01,2025-01-01
SUZLON,SUZLON,UNKNOWN,2024-12-01,2025-01-01
INDIGO,INDIGO,UNKNOWN,2024-12-01,2025-01-01
CDSL,CDSL,UNKNOWN,2024-12-01,2025-01-01
BHEL,BHEL,UNKNOWN,2024-12-01,2025-01-01
ADANIENT,ADANIENT,UNKNOWN,2024-12-01,2025-01-01
IRFC,IRFC,UNKNOWN,2024-12-01,2025-01-01
HINDALCO,HINDALCO,UNKNOWN,2024-12-01,2025-01-01
TITAN,TITAN,UNKNOWN,2024-12-01,2025-01-01
COALINDIA,COALINDIA,UNKNOWN,2024-12-01,2025-01-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2024-12-01,2025-01-01
HFCL,HFCL,UNKNOWN,2024-12-01,2025-01-01
BPCL,BPCL,UNKNOWN,2024-12-01,2025-01-01
BSE,BSE,UNKNOWN,2024-12-01,2025-01-01
BANKBARODA,BANKBARODA,UNKNOWN,2024-12-01,2025-01-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2024-12-01,2025-01-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2024-12-01,2025-01-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2024-12-01,2025-01-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2024-12-01,2025-01-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2024-12-01,2025-01-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2024-12-01,2025-01-01
WIPRO,WIPRO,UNKNOWN,2024-12-01,2025-01-01
GAIL,GAIL,UNKNOWN,2024-12-01,2025-01-01
HINDPETRO,HINDPETRO,UNKNOWN,2024-12-01,2025-01-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2024-12-01,2025-01-01
PNB,PNB,UNKNOWN,2024-12-01,2025-01-01
TECHM,TECHM,UNKNOWN,2024-12-01,2025-01-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2024-12-01,2025-01-01
NATIONALUM,NATIONALUM,UNKNOWN,2024-12-01,2025-01-01
VBL,VBL,UNKNOWN,2024-12-01,2025-01-01
OIL,OIL,UNKNOWN,2024-12-01,2025-01-01
IOC,IOC,UNKNOWN,2024-12-01,2025-01-01
MOTHERSON,MOTHERSON,UNKNOWN,2024-12-01,2025-01-01
SAIL,SAIL,UNKNOWN,2024-12-01,2025-01-01
IREDA,IREDA,UNKNOWN,2024-12-01,2025-01-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2024-12-01,2025-01-01
DLF,DLF,UNKNOWN,2024-12-01,2025-01-01
COFORGE,COFORGE,UNKNOWN,2024-12-01,2025-01-01
KALYANKJIL,KALYANKJIL,UNKNOWN,2024-12-01,2025-01-01
ABB,ABB,UNKNOWN,2024-12-01,2025-01-01
NHPC,NHPC,UNKNOWN,2024-12-01,2025-01-01
CANBK,CANBK,UNKNOWN,2024-12-01,2025-01-01
DIVISLAB,DIVISLAB,UNKNOWN,2024-12-01,2025-01-01
EICHERMOT,EICHERMOT,UNKNOWN,2024-12-01,2025-01-01
POLYCAB,POLYCAB,UNKNOWN,2024-12-01,2025-01-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2024-12-01,2025-01-01
CIPLA,CIPLA,UNKNOWN,2024-12-01,2025-01-01
DRREDDY,DRREDDY,UNKNOWN,2024-12-01,2025-01-01
NBCC,NBCC,UNKNOWN,2024-12-01,2025-01-01
HUDCO,HUDCO,UNKNOWN,2024-12-01,2025-01-01
MCX,MCX,UNKNOWN,2024-12-01,2025-01-01
YESBANK,YESBANK,UNKNOWN,2024-12-01,2025-01-01
SIEMENS,SIEMENS,UNKNOWN,2024-12-01,2025-01-01
GRSE,GRSE,UNKNOWN,2024-12-01,2025-01-01
OFSS,OFSS,UNKNOWN,2024-12-01,2025-01-01
ADANIPOWER,ADANIPOWER,UNKNOWN,2024-12-01,2025-01-01
DMART,DMART,UNKNOWN,2024-12-01,2025-01-01
VOLTAS,VOLTAS,UNKNOWN,2024-12-01,2025-01-01
LUPIN,LUPIN,UNKNOWN,2024-12-01,2025-01-01
NMDC,NMDC,UNKNOWN,2024-12-01,2025-01-01
ASHOKLEY,ASHOKLEY,UNKNOWN,2024-12-01,2025-01-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2024-12-01,2025-01-01
SBILIFE,SBILIFE,UNKNOWN,2024-12-01,2025-01-01
BANDHANBNK,BANDHANBNK,UNKNOWN,2024-12-01,2025-01-01
INDHOTEL,INDHOTEL,UNKNOWN,2024-12-01,2025-01-01
HDFCBANK,HDFCBANK,UNKNOWN,2025-01-01,2025-02-01
RELIANCE,RELIANCE,UNKNOWN,2025-01-01,2025-02-01
ICICIBANK,ICICIBANK,UNKNOWN,2025-01-01,2025-02-01
ZOMATO,ZOMATO,UNKNOWN,2025-01-01,2025-02-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2025-01-01,2025-02-01
SBIN,SBIN,UNKNOWN,2025-01-01,2025-02-01
INFY,INFY,UNKNOWN,2025-01-01,2025-02-01
AXISBANK,AXISBANK,UNKNOWN,2025-01-01,2025-02-01
MAZDOCK,MAZDOCK,UNKNOWN,2025-01-01,2025-02-01
TCS,TCS,UNKNOWN,2025-01-01,2025-02-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2025-01-01,2025-02-01
M&M,M&M,UNKNOWN,2025-01-01,2025-02-01
BSE,BSE,UNKNOWN,2025-01-01,2025-02-01
LT,LT,UNKNOWN,2025-01-01,2025-02-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2025-01-01,2025-02-01
HAL,HAL,UNKNOWN,2025-01-01,2025-02-01
DIXON,DIXON,UNKNOWN,2025-01-01,2025-02-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2025-01-01,2025-02-01
PAYTM,PAYTM,UNKNOWN,2025-01-01,2025-02-01
BEL,BEL,UNKNOWN,2025-01-01,2025-02-01
NTPC,NTPC,UNKNOWN,2025-01-01,2025-02-01
ITC,ITC,UNKNOWN,2025-01-01,2025-02-01
TATASTEEL,TATASTEEL,UNKNOWN,2025-01-01,2025-02-01
MARUTI,MARUTI,UNKNOWN,2025-01-01,2025-02-01
VEDL,VEDL,UNKNOWN,2025-01-01,2025-02-01
CDSL,CDSL,UNKNOWN,2025-01-01,2025-02-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2025-01-01,2025-02-01
PFC,PFC,UNKNOWN,2025-01-01,2025-02-01
TRENT,TRENT,UNKNOWN,2025-01-01,2025-02-01
TATAPOWER,TATAPOWER,UNKNOWN,2025-01-01,2025-02-01
RECLTD,RECLTD,UNKNOWN,2025-01-01,2025-02-01
IDEA,IDEA,UNKNOWN,2025-01-01,2025-02-01
HCLTECH,HCLTECH,UNKNOWN,2025-01-01,2025-02-01
ONGC,ONGC,UNKNOWN,2025-01-01,2025-02-01
JIOFIN,JIOFIN,UNKNOWN,2025-01-01,2025-02-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2025-01-01,2025-02-01
POWERGRID,POWERGRID,UNKNOWN,2025-01-01,2025-02-01
SUZLON,SUZLON,UNKNOWN,2025-01-01,2025-02-01
RVNL,RVNL,UNKNOWN,2025-01-01,2025-02-01
TITAN,TITAN,UNKNOWN,2025-01-01,2025-02-01
COALINDIA,COALINDIA,UNKNOWN,2025-01-01,2025-02-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2025-01-01,2025-02-01
ADANIENT,ADANIENT,UNKNOWN,2025-01-01,2025-02-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2025-01-01,2025-02-01
HINDALCO,HINDALCO,UNKNOWN,2025-01-01,2025-02-01
INDIGO,INDIGO,UNKNOWN,2025-01-01,2025-02-01
BHEL,BHEL,UNKNOWN,2025-01-01,2025-02-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2025-01-01,2025-02-01
WIPRO,WIPRO,UNKNOWN,2025-01-01,2025-02-01
IRFC,IRFC,UNKNOWN,2025-01-01,2025-02-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2025-01-01,2025-02-01
BPCL,BPCL,UNKNOWN,2025-01-01,2025-02-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2025-01-01,2025-02-01
BANKBARODA,BANKBARODA,UNKNOWN,2025-01-01,2025-02-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2025-01-01,2025-02-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2025-01-01,2025-02-01
NATIONALUM,NATIONALUM,UNKNOWN,2025-01-01,2025-02-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2025-01-01,2025-02-01
PNB,PNB,UNKNOWN,2025-01-01,2025-02-01
VBL,VBL,UNKNOWN,2025-01-01,2025-02-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2025-01-01,2025-02-01
KALYANKJIL,KALYANKJIL,UNKNOWN,2025-01-01,2025-02-01
TECHM,TECHM,UNKNOWN,2025-01-01,2025-02-01
HFCL,HFCL,UNKNOWN,2025-01-01,2025-02-01
HINDPETRO,HINDPETRO,UNKNOWN,2025-01-01,2025-02-01
GAIL,GAIL,UNKNOWN,2025-01-01,2025-02-01
COFORGE,COFORGE,UNKNOWN,2025-01-01,2025-02-01
ANGELONE,ANGELONE,UNKNOWN,2025-01-01,2025-02-01
MOTHERSON,MOTHERSON,UNKNOWN,2025-01-01,2025-02-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2025-01-01,2025-02-01
IOC,IOC,UNKNOWN,2025-01-01,2025-02-01
DIVISLAB,DIVISLAB,UNKNOWN,2025-01-01,2025-02-01
CIPLA,CIPLA,UNKNOWN,2025-01-01,2025-02-01
SAIL,SAIL,UNKNOWN,2025-01-01,2025-02-01
DLF,DLF,UNKNOWN,2025-01-01,2025-02-01
OIL,OIL,UNKNOWN,2025-01-01,2025-02-01
DMART,DMART,UNKNOWN,2025-01-01,2025-02-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2025-01-01,2025-02-01
IREDA,IREDA,UNKNOWN,2025-01-01,2025-02-01
DRREDDY,DRREDDY,UNKNOWN,2025-01-01,2025-02-01
POLYCAB,POLYCAB,UNKNOWN,2025-01-01,2025-02-01
CANBK,CANBK,UNKNOWN,2025-01-01,2025-02-01
NMDC,NMDC,UNKNOWN,2025-01-01,2025-02-01
ABB,ABB,UNKNOWN,2025-01-01,2025-02-01
MCX,MCX,UNKNOWN,2025-01-01,2025-02-01
SBILIFE,SBILIFE,UNKNOWN,2025-01-01,2025-02-01
OFSS,OFSS,UNKNOWN,2025-01-01,2025-02-01
ADANIPOWER,ADANIPOWER,UNKNOWN,2025-01-01,2025-02-01
LUPIN,LUPIN,UNKNOWN,2025-01-01,2025-02-01
SIEMENS,SIEMENS,UNKNOWN,2025-01-01,2025-02-01
EICHERMOT,EICHERMOT,UNKNOWN,2025-01-01,2025-02-01
VOLTAS,VOLTAS,UNKNOWN,2025-01-01,2025-02-01
PERSISTENT,PERSISTENT,UNKNOWN,2025-01-01,2025-02-01
INDHOTEL,INDHOTEL,UNKNOWN,2025-01-01,2025-02-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2025-01-01,2025-02-01
NHPC,NHPC,UNKNOWN,2025-01-01,2025-02-01
NESTLEIND,NESTLEIND,UNKNOWN,2025-01-01,2025-02-01
YESBANK,YESBANK,UNKNOWN,2025-01-01,2025-02-01
BANDHANBNK,BANDHANBNK,UNKNOWN,2025-01-01,2025-02-01
HDFCAMC,HDFCAMC,UNKNOWN,2025-01-01,2025-02-01
HDFCBANK,HDFCBANK,UNKNOWN,2025-02-01,2025-03-01
RELIANCE,RELIANCE,UNKNOWN,2025-02-01,2025-03-01
ICICIBANK,ICICIBANK,UNKNOWN,2025-02-01,2025-03-01
ZOMATO,ZOMATO,UNKNOWN,2025-02-01,2025-03-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2025-02-01,2025-03-01
INFY,INFY,UNKNOWN,2025-02-01,2025-03-01
SBIN,SBIN,UNKNOWN,2025-02-01,2025-03-01
AXISBANK,AXISBANK,UNKNOWN,2025-02-01,2025-03-01
BSE,BSE,UNKNOWN,2025-02-01,2025-03-01
TCS,TCS,UNKNOWN,2025-02-01,2025-03-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2025-02-01,2025-03-01
M&M,M&M,UNKNOWN,2025-02-01,2025-03-01
MAZDOCK,MAZDOCK,UNKNOWN,2025-02-01,2025-03-01
PAYTM,PAYTM,UNKNOWN,2025-02-01,2025-03-01
LT,LT,UNKNOWN,2025-02-01,2025-03-01
DIXON,DIXON,UNKNOWN,2025-02-01,2025-03-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2025-02-01,2025-03-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2025-02-01,2025-03-01
HAL,HAL,UNKNOWN,2025-02-01,2025-03-01
ITC,ITC,UNKNOWN,2025-02-01,2025-03-01
TRENT,TRENT,UNKNOWN,2025-02-01,2025-03-01
CDSL,CDSL,UNKNOWN,2025-02-01,2025-03-01
MARUTI,MARUTI,UNKNOWN,2025-02-01,2025-03-01
NTPC,NTPC,UNKNOWN,2025-02-01,2025-03-01
TATASTEEL,TATASTEEL,UNKNOWN,2025-02-01,2025-03-01
BEL,BEL,UNKNOWN,2025-02-01,2025-03-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2025-02-01,2025-03-01
KALYANKJIL,KALYANKJIL,UNKNOWN,2025-02-01,2025-03-01
JIOFIN,JIOFIN,UNKNOWN,2025-02-01,2025-03-01
HCLTECH,HCLTECH,UNKNOWN,2025-02-01,2025-03-01
TATAPOWER,TATAPOWER,UNKNOWN,2025-02-01,2025-03-01
PFC,PFC,UNKNOWN,2025-02-01,2025-03-01
VEDL,VEDL,UNKNOWN,2025-02-01,2025-03-01
IDEA,IDEA,UNKNOWN,2025-02-01,2025-03-01
RECLTD,RECLTD,UNKNOWN,2025-02-01,2025-03-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2025-02-01,2025-03-01
POWERGRID,POWERGRID,UNKNOWN,2025-02-01,2025-03-01
ONGC,ONGC,UNKNOWN,2025-02-01,2025-03-01
SUZLON,SUZLON,UNKNOWN,2025-02-01,2025-03-01
OLAELEC,OLAELEC,UNKNOWN,2025-02-01,2025-03-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2025-02-01,2025-03-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2025-02-01,2025-03-01
TITAN,TITAN,UNKNOWN,2025-02-01,2025-03-01
INDIGO,INDIGO,UNKNOWN,2025-02-01,2025-03-01
ADANIENT,ADANIENT,UNKNOWN,2025-02-01,2025-03-01
HINDALCO,HINDALCO,UNKNOWN,2025-02-01,2025-03-01
COALINDIA,COALINDIA,UNKNOWN,2025-02-01,2025-03-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2025-02-01,2025-03-01
WIPRO,WIPRO,UNKNOWN,2025-02-01,2025-03-01
ANGELONE,ANGELONE,UNKNOWN,2025-02-01,2025-03-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2025-02-01,2025-03-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2025-02-01,2025-03-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2025-02-01,2025-03-01
VBL,VBL,UNKNOWN,2025-02-01,2025-03-01
PNB,PNB,UNKNOWN,2025-02-01,2025-03-01
BHEL,BHEL,UNKNOWN,2025-02-01,2025-03-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2025-02-01,2025-03-01
COFORGE,COFORGE,UNKNOWN,2025-02-01,2025-03-01
NATIONALUM,NATIONALUM,UNKNOWN,2025-02-01,2025-03-01
BPCL,BPCL,UNKNOWN,2025-02-01,2025-03-01
TECHM,TECHM,UNKNOWN,2025-02-01,2025-03-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2025-02-01,2025-03-01
IRFC,IRFC,UNKNOWN,2025-02-01,2025-03-01
BANKBARODA,BANKBARODA,UNKNOWN,2025-02-01,2025-03-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2025-02-01,2025-03-01
GAIL,GAIL,UNKNOWN,2025-02-01,2025-03-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2025-02-01,2025-03-01
RVNL,RVNL,UNKNOWN,2025-02-01,2025-03-01
DIVISLAB,DIVISLAB,UNKNOWN,2025-02-01,2025-03-01
HINDPETRO,HINDPETRO,UNKNOWN,2025-02-01,2025-03-01
DLF,DLF,UNKNOWN,2025-02-01,2025-03-01
MOTHERSON,MOTHERSON,UNKNOWN,2025-02-01,2025-03-01
IOC,IOC,UNKNOWN,2025-02-01,2025-03-01
CIPLA,CIPLA,UNKNOWN,2025-02-01,2025-03-01
AMBER,AMBER,UNKNOWN,2025-02-01,2025-03-01
DRREDDY,DRREDDY,UNKNOWN,2025-02-01,2025-03-01
KAYNES,KAYNES,UNKNOWN,2025-02-01,2025-03-01
POLICYBZR,POLICYBZR,UNKNOWN,2025-02-01,2025-03-01
DMART,DMART,UNKNOWN,2025-02-01,2025-03-01
HFCL,HFCL,UNKNOWN,2025-02-01,2025-03-01
ABB,ABB,UNKNOWN,2025-02-01,2025-03-01
ADANIPOWER,ADANIPOWER,UNKNOWN,2025-02-01,2025-03-01
SBILIFE,SBILIFE,UNKNOWN,2025-02-01,2025-03-01
CANBK,CANBK,UNKNOWN,2025-02-01,2025-03-01
NMDC,NMDC,UNKNOWN,2025-02-01,2025-03-01
EICHERMOT,EICHERMOT,UNKNOWN,2025-02-01,2025-03-01
VOLTAS,VOLTAS,UNKNOWN,2025-02-01,2025-03-01
INDHOTEL,INDHOTEL,UNKNOWN,2025-02-01,2025-03-01
LUPIN,LUPIN,UNKNOWN,2025-02-01,2025-03-01
MCX,MCX,UNKNOWN,2025-02-01,2025-03-01
ADANIGREEN,ADANIGREEN,UNKNOWN,2025-02-01,2025-03-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2025-02-01,2025-03-01
PERSISTENT,PERSISTENT,UNKNOWN,2025-02-01,2025-03-01
IREDA,IREDA,UNKNOWN,2025-02-01,2025-03-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2025-02-01,2025-03-01
SAIL,SAIL,UNKNOWN,2025-02-01,2025-03-01
CHOLAFIN,CHOLAFIN,UNKNOWN,2025-02-01,2025-03-01
SIEMENS,SIEMENS,UNKNOWN,2025-02-01,2025-03-01
ADANIENSOL,ADANIENSOL,UNKNOWN,2025-02-01,2025-03-01
POLYCAB,POLYCAB,UNKNOWN,2025-02-01,2025-03-01
HDFCBANK,HDFCBANK,UNKNOWN,2025-03-01,2025-04-01
RELIANCE,RELIANCE,UNKNOWN,2025-03-01,2025-04-01
ICICIBANK,ICICIBANK,UNKNOWN,2025-03-01,2025-04-01
ZOMATO,ZOMATO,UNKNOWN,2025-03-01,2025-04-01
BSE,BSE,UNKNOWN,2025-03-01,2025-04-01
INFY,INFY,UNKNOWN,2025-03-01,2025-04-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2025-03-01,2025-04-01
SBIN,SBIN,UNKNOWN,2025-03-01,2025-04-01
AXISBANK,AXISBANK,UNKNOWN,2025-03-01,2025-04-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2025-03-01,2025-04-01
TCS,TCS,UNKNOWN,2025-03-01,2025-04-01
M&M,M&M,UNKNOWN,2025-03-01,2025-04-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2025-03-01,2025-04-01
MAZDOCK,MAZDOCK,UNKNOWN,2025-03-01,2025-04-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2025-03-01,2025-04-01
LT,LT,UNKNOWN,2025-03-01,2025-04-01
PAYTM,PAYTM,UNKNOWN,2025-03-01,2025-04-01
DIXON,DIXON,UNKNOWN,2025-03-01,2025-04-01
HAL,HAL,UNKNOWN,2025-03-01,2025-04-01
ITC,ITC,UNKNOWN,2025-03-01,2025-04-01
TRENT,TRENT,UNKNOWN,2025-03-01,2025-04-01
KALYANKJIL,KALYANKJIL,UNKNOWN,2025-03-01,2025-04-01
MARUTI,MARUTI,UNKNOWN,2025-03-01,2025-04-01
CDSL,CDSL,UNKNOWN,2025-03-01,2025-04-01
BEL,BEL,UNKNOWN,2025-03-01,2025-04-01
NTPC,NTPC,UNKNOWN,2025-03-01,2025-04-01
TATASTEEL,TATASTEEL,UNKNOWN,2025-03-01,2025-04-01
HCLTECH,HCLTECH,UNKNOWN,2025-03-01,2025-04-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2025-03-01,2025-04-01
JIOFIN,JIOFIN,UNKNOWN,2025-03-01,2025-04-01
POWERGRID,POWERGRID,UNKNOWN,2025-03-01,2025-04-01
PFC,PFC,UNKNOWN,2025-03-01,2025-04-01
VEDL,VEDL,UNKNOWN,2025-03-01,2025-04-01
RECLTD,RECLTD,UNKNOWN,2025-03-01,2025-04-01
TATAPOWER,TATAPOWER,UNKNOWN,2025-03-01,2025-04-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2025-03-01,2025-04-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2025-03-01,2025-04-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2025-03-01,2025-04-01
IDEA,IDEA,UNKNOWN,2025-03-01,2025-04-01
VBL,VBL,UNKNOWN,2025-03-01,2025-04-01
SUZLON,SUZLON,UNKNOWN,2025-03-01,2025-04-01
WIPRO,WIPRO,UNKNOWN,2025-03-01,2025-04-01
INDIGO,INDIGO,UNKNOWN,2025-03-01,2025-04-01
COFORGE,COFORGE,UNKNOWN,2025-03-01,2025-04-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2025-03-01,2025-04-01
HINDALCO,HINDALCO,UNKNOWN,2025-03-01,2025-04-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2025-03-01,2025-04-01
ANGELONE,ANGELONE,UNKNOWN,2025-03-01,2025-04-01
AMBER,AMBER,UNKNOWN,2025-03-01,2025-04-01
TITAN,TITAN,UNKNOWN,2025-03-01,2025-04-01
ONGC,ONGC,UNKNOWN,2025-03-01,2025-04-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2025-03-01,2025-04-01
ADANIENT,ADANIENT,UNKNOWN,2025-03-01,2025-04-01
KAYNES,KAYNES,UNKNOWN,2025-03-01,2025-04-01
COALINDIA,COALINDIA,UNKNOWN,2025-03-01,2025-04-01
